taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
5391,2016-1-13 05:30:00,2016-1-13 05:30:00,420,2.8,,,32.0,28.0,9.5,0.0,0.0,0.0,9.5,Cash,,385.0,478.0,158.0,270.0
5901,2016-1-16 02:45:00,2016-1-16 02:45:00,360,0.0,,1077.0,8.0,7.0,7.0,2.0,0.0,1.0,10.0,Credit Card,107.0,695.0,366.0,724.0,47.0
4316,2016-1-21 20:30:00,2016-1-21 20:45:00,360,1.3,,16.0,8.0,32.0,6.5,2.0,0.0,0.0,8.5,Credit Card,,210.0,470.0,18.0,610.0
6468,2016-1-14 11:45:00,2016-1-14 11:45:00,540,0.78,,504.0,32.0,32.0,7.0,0.0,0.0,1.0,8.0,Cash,,64.0,231.0,744.0,605.0
3329,2016-1-11 09:30:00,2016-1-11 09:30:00,0,0.0,,,21.0,21.0,3.25,0.65,0.0,0.0,3.9,Unknown,107.0,95.0,781.0,95.0,781.0
8102,2016-1-18 15:45:00,2016-1-18 16:00:00,480,1.6,,805.0,32.0,8.0,7.75,0.0,0.0,0.0,7.75,Cash,107.0,64.0,231.0,526.0,511.0
3786,2016-1-26 14:00:00,2016-1-26 14:00:00,180,0.6,,805.0,8.0,8.0,4.75,0.0,0.0,0.0,4.75,Cash,,210.0,470.0,526.0,511.0
2862,2016-1-12 21:45:00,2016-1-12 21:45:00,0,0.0,,,24.0,24.0,3.25,0.0,0.0,0.0,3.25,Cash,10.0,199.0,510.0,199.0,510.0
7145,2016-1-15 13:15:00,2016-1-15 13:15:00,360,0.9,,792.0,32.0,8.0,6.25,2.0,0.0,0.0,8.25,Credit Card,92.0,744.0,605.0,419.0,615.0
7744,2016-1-13 16:00:00,2016-1-13 16:00:00,120,0.2,,787.0,8.0,8.0,4.0,0.0,0.0,1.0,5.0,Cash,107.0,167.0,754.0,161.0,649.0
8191,2016-1-19 08:30:00,2016-1-19 08:30:00,480,0.0,,16.0,33.0,32.0,8.5,2.0,0.0,0.0,10.5,Credit Card,8.0,728.0,277.0,18.0,610.0
1727,2016-1-12 17:45:00,2016-1-12 18:00:00,720,1.3,,,,,9.0,1.0,0.0,0.0,10.0,Credit Card,,,,,
6907,2016-1-7 16:00:00,2016-1-7 16:00:00,420,1.4,,13.0,32.0,8.0,7.0,0.0,0.0,0.0,7.0,Cash,,744.0,605.0,474.0,204.0
8162,2016-1-14 18:15:00,2016-1-14 19:00:00,2880,17.3,,16.0,76.0,32.0,43.5,9.5,0.0,4.0,57.0,Credit Card,,225.0,6.0,18.0,610.0
8618,2016-1-16 03:00:00,2016-1-16 03:00:00,420,0.0,,787.0,8.0,8.0,7.0,0.0,0.0,2.0,9.0,Cash,8.0,754.0,410.0,161.0,649.0
5178,2016-1-23 23:15:00,2016-1-23 23:30:00,960,3.5,,,,,12.5,0.0,0.0,1.0,13.5,Cash,,,,,
8247,2016-1-2 17:00:00,2016-1-2 17:00:00,360,0.9,,134.0,8.0,24.0,6.25,0.0,0.0,0.0,6.25,Cash,101.0,754.0,410.0,45.0,163.0
8591,2016-1-3 03:30:00,2016-1-3 03:45:00,360,1.2,,16.0,8.0,32.0,6.5,2.0,0.0,1.0,9.5,Credit Card,101.0,695.0,366.0,18.0,610.0
4751,2016-1-4 11:15:00,2016-1-4 11:15:00,360,0.8,,911.0,8.0,8.0,5.45,1.0,0.0,0.0,6.45,Credit Card,82.0,167.0,754.0,688.0,206.0
2438,2016-1-6 01:30:00,2016-1-6 01:45:00,900,5.5,,,,20.0,15.25,0.0,0.0,0.0,15.25,Cash,,,,310.0,245.0
5209,2016-1-14 16:00:00,2016-1-14 16:00:00,480,1.2,,,,,7.0,1.0,0.0,0.0,8.0,Credit Card,,,,,
1005,2016-1-1 22:15:00,2016-1-1 22:30:00,540,3.8,,,33.0,24.0,10.85,0.0,0.0,1.5,12.35,Cash,109.0,438.0,199.0,199.0,510.0
746,2016-1-18 14:15:00,2016-1-18 15:00:00,2940,21.1,,515.0,76.0,33.0,52.25,0.0,0.0,4.0,56.25,Cash,,225.0,6.0,529.0,619.0
7271,2016-1-8 10:00:00,2016-1-8 10:15:00,420,1.3,,504.0,28.0,32.0,6.75,0.0,0.0,1.0,7.75,Cash,3.0,411.0,545.0,744.0,605.0
6075,2016-1-10 02:45:00,2016-1-10 02:45:00,240,0.9,,504.0,8.0,32.0,5.5,0.0,0.0,1.0,6.5,Cash,,170.0,351.0,744.0,605.0
7837,2016-1-24 19:00:00,2016-1-24 19:45:00,2100,13.6,,,76.0,77.0,36.25,8.05,0.0,4.0,48.3,Credit Card,109.0,575.0,547.0,556.0,288.0
7056,2016-1-12 20:30:00,2016-1-12 20:30:00,0,0.0,,,,,15.75,3.94,0.0,0.0,19.69,Credit Card,119.0,,,,
5810,2016-1-21 19:15:00,2016-1-21 19:15:00,240,0.87,,40.0,32.0,28.0,5.5,2.0,0.0,0.0,7.5,Credit Card,,18.0,610.0,395.0,408.0
5258,2016-1-14 09:15:00,2016-1-14 09:30:00,480,1.4,,16.0,8.0,32.0,7.25,0.0,0.0,0.0,7.25,Cash,,474.0,204.0,18.0,610.0
3567,2016-1-5 09:15:00,2016-1-5 09:45:00,1020,1.4,,16.0,8.0,32.0,11.25,0.0,0.0,0.0,11.25,Cash,,167.0,754.0,18.0,610.0
65,2016-1-13 19:15:00,2016-1-13 19:30:00,660,2.1,,,,,9.0,0.0,0.0,0.0,9.0,Cash,,,,,
1474,2016-1-22 17:15:00,2016-1-22 17:45:00,1320,5.7,,,8.0,5.0,18.75,3.75,0.0,0.0,22.5,Credit Card,,599.0,346.0,109.0,708.0
2924,2016-1-9 23:15:00,2016-1-9 23:15:00,780,4.5,,694.0,8.0,7.0,14.0,0.0,0.0,1.0,15.0,Cash,,170.0,351.0,595.0,671.0
433,2016-1-5 21:45:00,2016-1-5 21:45:00,0,0.0,,,28.0,28.0,3.25,5.0,0.0,9.0,17.25,Credit Card,109.0,158.0,270.0,158.0,270.0
4605,2016-1-18 15:15:00,2016-1-18 15:15:00,300,0.5,,970.0,8.0,8.0,5.25,0.0,0.0,4.0,9.25,Cash,107.0,294.0,113.0,210.0,470.0
2353,2016-1-3 02:30:00,2016-1-3 02:30:00,0,0.0,,,,,8.0,0.0,0.0,0.0,8.0,Credit Card,68.0,,,,
8353,2016-1-12 17:30:00,2016-1-12 17:45:00,720,1.5,,13.0,32.0,8.0,8.75,0.0,0.0,0.0,8.75,Cash,,744.0,605.0,474.0,204.0
1748,2016-1-21 19:30:00,2016-1-21 19:30:00,360,0.0,,899.0,32.0,8.0,6.25,0.0,0.0,1.0,7.25,Cash,8.0,18.0,610.0,170.0,351.0
6046,2016-1-9 23:15:00,2016-1-9 23:45:00,1560,9.7,,,28.0,1.0,27.25,0.0,0.0,1.0,28.25,Cash,,158.0,270.0,37.0,370.0
1671,2016-1-7 19:30:00,2016-1-7 20:00:00,1560,6.9,,,32.0,6.0,21.25,3.0,0.0,0.0,24.25,Credit Card,6.0,385.0,478.0,686.0,500.0
7215,2016-1-9 02:45:00,2016-1-9 02:45:00,420,1.7,,,,,7.5,0.0,0.0,0.0,7.5,Cash,92.0,,,,
5272,2016-1-20 21:00:00,2016-1-20 21:00:00,540,200.0,,807.0,8.0,28.0,8.75,2.0,0.0,0.0,10.75,Credit Card,,294.0,113.0,411.0,545.0
8285,2016-1-2 22:15:00,2016-1-2 22:15:00,180,0.0,,,22.0,22.0,5.25,0.0,0.0,0.0,5.25,Cash,107.0,604.0,668.0,604.0,668.0
6628,2016-1-26 23:00:00,2016-1-26 23:15:00,960,7.6,,,8.0,4.0,21.0,0.0,0.0,0.0,21.0,Cash,107.0,599.0,346.0,399.0,780.0
7152,2016-1-29 18:30:00,2016-1-29 18:30:00,0,0.0,,,,,12.25,2.45,0.0,0.0,14.7,Credit Card,119.0,,,,
2043,2016-1-12 10:30:00,2016-1-12 10:45:00,660,1.0,,307.0,32.0,32.0,7.5,2.0,0.0,1.0,10.5,Credit Card,101.0,18.0,610.0,64.0,231.0
7310,2016-1-25 21:45:00,2016-1-25 21:45:00,300,1.0,,911.0,8.0,8.0,6.0,0.0,0.0,0.0,6.0,Cash,,695.0,366.0,688.0,206.0
7152,2016-1-22 17:15:00,2016-1-22 17:15:00,0,0.0,,,,,4.25,1.06,0.0,0.0,5.31,Credit Card,119.0,,,,
6016,2016-1-11 23:30:00,2016-1-11 23:30:00,0,0.0,,313.0,76.0,76.0,3.25,0.0,0.0,0.0,3.25,Cash,8.0,225.0,6.0,225.0,6.0
734,2016-1-24 06:15:00,2016-1-24 06:30:00,420,0.0,,,6.0,6.0,6.25,0.0,0.0,1.0,7.25,Credit Card,8.0,686.0,500.0,686.0,500.0
2979,2016-1-23 20:45:00,2016-1-23 21:00:00,900,3.8,,,24.0,6.0,13.0,0.0,0.0,0.0,13.0,Cash,,199.0,510.0,686.0,500.0
6088,2016-1-12 08:15:00,2016-1-12 08:30:00,360,0.8,,307.0,28.0,32.0,5.75,0.0,0.0,0.0,5.75,Cash,109.0,411.0,545.0,64.0,231.0
2331,2016-1-22 00:00:00,2016-1-22 00:15:00,600,5.5,,,8.0,21.0,16.5,0.0,0.0,0.0,16.5,Cash,101.0,599.0,346.0,95.0,781.0
2147,2016-1-15 10:00:00,2016-1-15 10:15:00,900,7.0,,,43.0,35.0,20.25,2.0,0.0,0.0,22.25,Credit Card,107.0,422.0,594.0,716.0,107.0
4298,2016-1-5 02:30:00,2016-1-5 02:45:00,300,0.0,,,28.0,8.0,6.5,0.0,0.0,0.0,6.5,Cash,107.0,158.0,270.0,599.0,346.0
2542,2016-1-20 17:15:00,2016-1-20 17:15:00,0,0.0,,,,,14.25,2.85,0.0,0.0,17.1,Credit Card,119.0,,,,
5018,2016-1-12 13:30:00,2016-1-12 13:30:00,720,3.7,,,8.0,24.0,12.5,2.5,0.0,0.0,15.0,Credit Card,,599.0,346.0,199.0,510.0
1603,2016-1-8 22:00:00,2016-1-8 22:15:00,900,0.3,,37.0,8.0,4.0,18.0,3.6,0.0,0.0,21.6,Credit Card,107.0,695.0,366.0,251.0,260.0
8169,2016-1-19 17:30:00,2016-1-19 18:15:00,2760,18.3,,16.0,76.0,32.0,46.25,10.05,0.0,4.0,60.3,Credit Card,109.0,225.0,6.0,18.0,610.0
8394,2016-1-17 07:45:00,2016-1-17 08:00:00,420,1.9,,807.0,8.0,28.0,8.25,2.0,0.0,1.0,11.25,Credit Card,,688.0,206.0,411.0,545.0
6535,2016-1-9 11:15:00,2016-1-9 11:30:00,1500,18.2,,313.0,32.0,76.0,45.25,0.0,0.0,1.0,46.25,Cash,92.0,744.0,605.0,225.0,6.0
3047,2016-1-17 19:15:00,2016-1-17 19:15:00,0,0.0,,,,,6.75,1.35,0.0,0.0,8.1,Credit Card,119.0,,,,
7330,2016-1-23 09:15:00,2016-1-23 09:30:00,420,2.1,,,8.0,8.0,8.25,0.0,0.0,0.0,8.25,Cash,,599.0,346.0,599.0,346.0
1952,2016-1-28 09:00:00,2016-1-28 09:15:00,420,1.3,,504.0,8.0,32.0,7.0,0.0,0.0,0.0,7.0,Cash,,294.0,113.0,744.0,605.0
3993,2016-1-20 08:30:00,2016-1-20 09:00:00,1800,5.1,,,6.0,28.0,18.25,3.65,0.0,0.0,21.9,Credit Card,107.0,686.0,500.0,158.0,270.0
6966,2016-1-21 04:00:00,2016-1-21 04:00:00,120,0.0,,,,,4.0,0.0,0.0,1.0,5.0,Cash,8.0,,,,
4950,2016-1-4 21:30:00,2016-1-4 21:45:00,960,0.3,,,32.0,6.0,17.25,3.45,0.0,0.0,20.7,Credit Card,107.0,385.0,478.0,686.0,500.0
3742,2016-1-9 20:15:00,2016-1-9 20:30:00,840,2.7,,534.0,28.0,8.0,10.75,0.0,0.0,0.0,10.75,Cash,,779.0,81.0,454.0,453.0
3690,2016-1-10 19:00:00,2016-1-10 19:00:00,0,0.0,,,,,46.5,4.0,0.0,0.0,50.5,Credit Card,119.0,,,,
5487,2016-1-16 23:00:00,2016-1-16 23:15:00,840,3.2,,244.0,7.0,24.0,12.0,0.0,0.0,0.0,12.0,Cash,101.0,724.0,47.0,267.0,614.0
7956,2016-1-26 19:00:00,2016-1-26 19:00:00,0,0.0,,,,,14.25,0.0,0.0,0.0,14.25,Credit Card,68.0,,,,
5224,2016-1-24 00:00:00,2016-1-24 00:15:00,780,3.1,,1046.0,8.0,33.0,11.75,0.0,0.0,0.0,11.75,Cash,107.0,161.0,649.0,728.0,277.0
8264,2016-1-29 12:45:00,2016-1-29 13:00:00,660,2.0,,504.0,8.0,32.0,9.25,0.0,0.0,1.0,10.25,Cash,92.0,454.0,453.0,744.0,605.0
1535,2016-1-10 12:30:00,2016-1-10 12:30:00,420,1.2,,16.0,28.0,32.0,7.0,0.0,0.0,1.0,8.0,Cash,,411.0,545.0,18.0,610.0
6411,2016-1-17 09:15:00,2016-1-17 09:30:00,480,0.0,,,16.0,16.0,9.0,0.0,0.0,0.0,9.0,Credit Card,107.0,527.0,24.0,527.0,24.0
8271,2016-1-9 00:15:00,2016-1-9 00:30:00,180,0.8,,244.0,24.0,24.0,5.25,3.0,0.0,0.0,8.25,Credit Card,,753.0,551.0,267.0,614.0
6577,2016-1-4 13:45:00,2016-1-4 14:00:00,1320,17.6,,313.0,28.0,76.0,43.0,0.0,0.0,3.0,46.0,Cash,,411.0,545.0,225.0,6.0
495,2016-1-2 21:15:00,2016-1-2 21:15:00,0,0.0,,,,,10.65,2.13,0.0,0.0,12.78,Credit Card,119.0,,,,
5971,2016-1-26 16:00:00,2016-1-26 16:30:00,1980,18.1,,805.0,76.0,8.0,45.5,10.1,0.0,5.0,60.6,Credit Card,107.0,225.0,6.0,526.0,511.0
2527,2016-1-15 21:15:00,2016-1-15 21:15:00,540,1.8,,807.0,8.0,28.0,8.75,2.0,0.0,0.0,10.75,Credit Card,,294.0,113.0,411.0,545.0
3060,2016-1-8 19:15:00,2016-1-8 19:15:00,540,1.7,,16.0,8.0,32.0,7.45,0.0,0.0,0.0,7.45,Cash,,210.0,470.0,18.0,610.0
5412,2016-1-19 09:45:00,2016-1-19 10:00:00,720,0.1,,504.0,8.0,32.0,8.25,2.55,0.0,2.0,12.8,Credit Card,107.0,754.0,410.0,744.0,605.0
1947,2016-1-30 21:45:00,2016-1-30 22:00:00,840,5.4,,,8.0,22.0,16.25,0.0,0.0,1.0,17.25,Cash,101.0,599.0,346.0,604.0,668.0
4545,2016-1-11 18:00:00,2016-1-11 18:00:00,0,0.0,,,,,6.5,1.3,0.0,0.0,7.8,Credit Card,119.0,,,,
2197,2016-1-31 20:45:00,2016-1-31 20:45:00,240,0.8,,,8.0,8.0,5.5,0.0,0.0,1.5,7.0,Cash,,599.0,346.0,599.0,346.0
6372,2016-1-12 20:15:00,2016-1-12 20:15:00,0,0.0,,,,,11.25,2.25,0.0,0.0,13.5,Credit Card,119.0,,,,
1222,2016-1-3 13:15:00,2016-1-3 13:30:00,1020,0.2,,1046.0,8.0,33.0,13.75,2.95,0.0,1.0,17.7,Credit Card,107.0,754.0,410.0,728.0,277.0
8620,2016-1-20 10:30:00,2016-1-20 10:30:00,0,0.0,,,,,6.25,1.25,0.0,0.0,7.5,Credit Card,119.0,,,,
5018,2016-1-25 20:15:00,2016-1-25 20:15:00,480,2.8,,,7.0,8.0,10.0,0.0,0.0,0.0,10.0,Cash,,173.0,203.0,599.0,346.0
812,2016-1-5 04:30:00,2016-1-5 04:45:00,840,0.1,,,24.0,23.0,11.25,0.0,0.0,1.0,12.25,Cash,107.0,199.0,510.0,136.0,517.0
322,2016-1-23 02:15:00,2016-1-23 02:15:00,0,0.0,,,,,10.75,2.15,0.0,0.0,12.9,Credit Card,119.0,,,,
6003,2016-1-1 12:30:00,2016-1-1 12:45:00,420,1.4,,225.0,8.0,8.0,6.25,1.0,0.0,0.0,7.25,Credit Card,107.0,161.0,649.0,754.0,410.0
5257,2016-1-4 12:45:00,2016-1-4 12:45:00,420,1.3,,307.0,8.0,32.0,6.5,0.0,0.0,0.0,6.5,Cash,107.0,167.0,754.0,64.0,231.0
2330,2016-1-29 11:00:00,2016-1-29 11:00:00,540,0.0,,16.0,8.0,32.0,7.5,0.0,0.0,0.0,7.5,Cash,107.0,414.0,146.0,18.0,610.0
8020,2016-1-24 00:45:00,2016-1-24 00:45:00,180,1.1,,,,,5.75,2.0,0.0,1.0,8.75,Credit Card,,,,,
790,2016-1-17 00:00:00,2016-1-17 00:00:00,60,0.0,,970.0,32.0,8.0,3.75,0.0,0.0,2.0,5.75,Cash,107.0,18.0,610.0,210.0,470.0
2736,2016-1-29 17:45:00,2016-1-29 17:45:00,480,0.0,,16.0,8.0,32.0,6.25,2.0,0.0,0.0,8.25,Credit Card,107.0,419.0,615.0,18.0,610.0
1990,2016-1-4 14:45:00,2016-1-4 14:45:00,0,0.0,,960.0,56.0,56.0,3.25,0.0,0.0,0.0,3.25,Cash,119.0,433.0,757.0,433.0,757.0
5950,2016-1-11 10:00:00,2016-1-11 10:15:00,360,1.2,,504.0,8.0,32.0,6.5,2.0,0.0,0.0,8.5,Credit Card,92.0,167.0,754.0,744.0,605.0
1660,2016-1-7 17:15:00,2016-1-7 17:15:00,240,0.5,,504.0,,32.0,4.75,0.0,0.0,0.0,4.75,Cash,107.0,,,744.0,605.0
2282,2016-1-11 12:30:00,2016-1-11 12:30:00,300,1.1,,749.0,28.0,28.0,6.25,1.0,0.0,1.0,8.25,Credit Card,,395.0,408.0,681.0,196.0
4187,2016-1-10 14:00:00,2016-1-10 14:15:00,420,1.3,,504.0,8.0,32.0,7.25,0.0,0.0,1.0,8.25,Cash,,294.0,113.0,744.0,605.0
55,2016-1-16 01:15:00,2016-1-16 01:45:00,1080,0.0,,625.0,8.0,6.0,21.0,0.0,0.0,0.0,21.0,Cash,8.0,170.0,351.0,466.0,445.0
4161,2016-1-22 15:45:00,2016-1-22 15:45:00,60,0.2,,1046.0,33.0,33.0,3.75,0.0,0.0,0.0,3.75,Cash,,728.0,277.0,728.0,277.0
7271,2016-1-22 19:15:00,2016-1-22 19:30:00,540,1.6,,40.0,8.0,28.0,8.25,0.0,0.0,1.0,9.25,Cash,3.0,161.0,649.0,395.0,408.0
1045,2016-1-28 17:30:00,2016-1-28 18:15:00,2880,14.7,,982.0,56.0,7.0,41.0,9.0,0.0,4.0,54.0,Credit Card,,433.0,757.0,618.0,407.0
2774,2016-1-23 10:30:00,2016-1-23 10:45:00,540,0.1,,982.0,28.0,7.0,8.5,0.0,0.0,0.0,8.5,Cash,107.0,395.0,408.0,618.0,407.0
4047,2016-1-7 19:45:00,2016-1-7 20:00:00,480,1.6,,40.0,32.0,28.0,7.5,0.0,0.0,0.0,7.5,Cash,101.0,744.0,605.0,395.0,408.0
5194,2016-1-26 19:15:00,2016-1-26 19:15:00,300,0.8,,225.0,32.0,8.0,5.5,0.0,0.0,1.5,7.0,Cash,107.0,744.0,605.0,754.0,410.0
3582,2016-1-20 10:00:00,2016-1-20 10:15:00,900,0.0,,,7.0,28.0,11.5,2.85,0.0,0.0,14.35,Credit Card,107.0,173.0,203.0,158.0,270.0
7029,2016-1-27 10:45:00,2016-1-27 10:45:00,540,2.1,,,2.0,13.0,9.0,0.0,0.0,0.0,9.0,Cash,,684.0,503.0,514.0,728.0
55,2016-1-23 19:30:00,2016-1-23 19:45:00,480,0.0,,504.0,32.0,32.0,6.5,3.0,0.0,0.0,9.5,Credit Card,8.0,18.0,610.0,744.0,605.0
5402,2016-1-2 23:15:00,2016-1-2 23:15:00,360,1.4,,952.0,8.0,7.0,6.45,0.0,0.0,1.0,7.45,Cash,107.0,454.0,453.0,374.0,660.0
336,2016-1-31 02:15:00,2016-1-31 02:30:00,480,1.1,,225.0,8.0,8.0,7.0,0.0,0.0,1.0,8.0,Cash,107.0,454.0,453.0,754.0,410.0
786,2016-1-27 18:15:00,2016-1-27 18:15:00,540,1.5,,1046.0,32.0,33.0,7.75,2.0,0.0,0.0,9.75,Credit Card,101.0,744.0,605.0,728.0,277.0
7359,2016-1-19 18:00:00,2016-1-19 18:00:00,0,0.0,,,,,8.25,1.0,0.0,0.0,9.25,Credit Card,119.0,,,,
6075,2016-1-17 01:15:00,2016-1-17 01:15:00,420,1.2,,316.0,8.0,8.0,6.75,0.0,0.0,2.0,8.75,Cash,,170.0,351.0,130.0,532.0
1729,2016-1-27 07:15:00,2016-1-27 07:45:00,1860,0.0,,313.0,32.0,76.0,42.25,6.0,0.0,0.0,48.25,Credit Card,8.0,18.0,610.0,225.0,6.0
1061,2016-1-17 00:15:00,2016-1-17 00:15:00,120,0.2,,225.0,8.0,8.0,3.75,0.0,0.0,1.5,5.25,Cash,,754.0,410.0,754.0,410.0
4771,2016-1-8 18:45:00,2016-1-8 18:45:00,0,0.0,,,,,6.25,1.25,0.0,0.0,7.5,Credit Card,119.0,,,,
8672,2016-1-20 12:15:00,2016-1-20 12:15:00,240,0.4,,225.0,32.0,8.0,4.5,0.0,0.0,0.0,4.5,Cash,,744.0,605.0,754.0,410.0
5460,2016-1-29 09:15:00,2016-1-29 09:30:00,660,1.4,,16.0,8.0,32.0,8.25,0.0,0.0,0.0,8.25,Cash,,167.0,754.0,18.0,610.0
7661,2016-1-4 16:30:00,2016-1-4 17:00:00,1860,17.34,,,,,42.65,9.33,0.0,4.0,55.98,Credit Card,,,,,
